ESPÉCIE,AUTOR,NOME_VULGAR,LINK,SINONIMIA_BOTANICA,FAMILIA,FORMA_BIOLOGICA,FLORESTA_OMBROFILA_DENSA,FLORESTA_OMBROFILA_ABERTA,FLORESTA_OMBROFILA_MISTA,FLORESTA_ESTACIONAL_SEMIDECIDUAL,FLORESTA_ESTACIONAL_DECIDUAL,SISTEMA_EDAFICO_PRIMEIRA_OCUPACAO,VEGETACAO_INFLUENCIA_MARINHA,VEGETACAO_INFLUENCIA_FLUVIOMARINHA,VEGETACAO_INFLUENCIA_FLUVIAL,CAMPOS_RUPESTRES,SASV,AREAS_ANTROPIZADAS,OBSERVACAO_SOLO,TEXTURA_CASCALHO,TEXTURA_ARENOSO,TEXTURA_MEDIO,TEXTURA_ARGILOSO,FERTILIDADE_ALTA,FERTILIDADE_BAIXA,BEM_DRENADO,MAL_DRENADO,MODERADAMENTE_DRENADO,SUJEITO_ALAGAMENTO,RASO_CASCALHO,RASO_ROCHA,PROFUNDO,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PE,PI,PB,PR,RJ,RN,RO,RR,RS,SE,SC,SP,TO,TOL_SOMBRA,ESTRATEGIA_OCUPACAO,PERSISTENCIA_FOLHAGEM,PERIODO_FLORACAO,PERIODO_FRUTIFICACAO,PERIODO_COLETA_SEMENTE,ANIMAL_ATRAIDO,ATRATIVO,TIPO_INTERACAO,ESTRATEGIA_DISPERSAO,COLETA_PROCESSAMENTO,SEMENTE_P_KG,PESO_FRESCO,CONDICOES_ARMAZENAMENTO,PRAZO_ARMAZENAMENTO,TOL_DESSECACAO,TOL_FRIO,TIPO_DORMENCIA,TRAT_GERMINACAO,PADRONIZACAO,LENTO,RAPIDO,MUITO_RAPIDO,ALTURA_MEDIA,TEMPO_MEDIO_PLANTIO,DESENVOL_MUDA_CAMPO,FBN,USO_ALIMENTACAO,USO_ARTESANATO,USO_AROMATICO,USO_CORT,USO_COND,USO_COSMETICO,USO_FORRAGEM,USO_FIBRAS,USO_LATEX,USO_MADEIRA,USO_MEDICINAL,USO_MELIFERA,USO_OLEO,USO_ORNAMENTAL,USO_RESINA,USO_RAD,USO_TANINO,USO_TINTURA,USO_TOXICO,REFERENCIA,REFERENCIA1,REFERENCIA2,REFERENCIA3,REFERENCIA4,AMEACADO
Campomanesia xanthocarpa,(Mart.) O.Berg,Guabiroba-do-campo; Guabirobinha; Araçá-rasteiro; Araçá-do-campo,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/232421/1/Especies-Arboreas-Brasileiras-vol-2-Guaviroveira.pdf,Campomanesia rhombea var. grandifolia O.Berg; Campomanesia rhombea var. kleinii D.Legrand; Campomanesia rhombea var. parvifolia O.Berg; Campomanesia xanthocarpa var. malifolia (O.Berg) D.Legrand; Campomanesia crenata O.Berg; Campomanesia malifolia O.Berg; Eugenia xanthocarpa Mart.; Psidium malifolium (O.Berg) F.Muell.; Eugenia variabilis Mart.; Campomanesia rhombea O.Berg; Campomanesia dusenii Kausel,Myrtaceae,Árvore,1,0,1,1,0,0,1,0,0,0,0,0,"Essa espécie ocorre em solos com fertilidade química alta, nos solos úmidos e compactos de planícies e várzeas.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,sim,diversidade,Caducifólia,setembro - novembro,outubro - dezembro,novembro - dezembro,-,-,-,zoocórica,"Após a colheita dos frutos, deixá-los armazenados em saco plástico até decomposição parcial da polpa para facilitar a separação das sementes através de lavagem em água corrente dentro de uma peneira.",13,76,,,Não,Não,-,-,ótima,1,0,0,30-40,6-7,lento,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,"LIEBSCH & SANDRA, 2009","CARVALHO, 2006","SANQUETTAet al., 2010","CYSNEIROS, 2015","SANQUETTAet al., 2010",DD
Cariniana estrellensis,(Raddi) Kuntze,Jequitibá; Bingueiro; Cachimbeiro; Coatingua; Currimboque; Estopa; Estopeira; Jequitibá-branco; Jequitibá-rei; Jequitibá-rosa; Mussambê; Pau-de-cachimbo; Pau-estopa,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Couratari estrellensis Raddi; Cariniana excelsa var. puberula Chodat & Hassl.; Cariniana excelsa Casar.; Couratari glaziovii Taub. ex Glaz.,Lecythidaceae,Árvore,1,0,0,0,0,0,0,0,0,0,0,0,"Ocorre em solos de baixa fertilidade natural, mas cresce melhor nos solos com propriedades físicas adequadas, como profundo e férteis, com textura arenp-argilosa a argilosa. Devem ser evitados solos muito arenosos e pouco drenados.",0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,indiferente,diversidade,semicaducifólia,outubro - dezembro,junho - julho,julho - setembro,-,-,-,-,Coletar os frutos quando ocorrer a abertura espontânea. Em seguida levar ao sol para completar a liberação das sementes.,12,"83,33","Câmara fria (temperatura 3oC + 2oC e U.R. 90%) em embalagem de polietileno, e atmosfera normal,",4 meses,Sim,Sim,-,-,ótima,1,0,0,30-40,6-8,rápido,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,"FOWLER & MARTINS, 2001","FELFILIet al., 2000","CARVALHO, 2003",,"UBESSI-MACARINIet al., 2011",DD
Cariniana legalis,(Mart.) Kuntze,Jequitibá-rosa; Estopa; Pau-cixão;  Sapucaia-de-apito,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Cariniana brasiliensis Casar.; Couratari legalis Mart.,Lecythidaceae,Árvore,1,0,0,0,0,0,0,0,0,0,0,1,"É naturalmente encontrado em solos rasos, no estado de São Paulo (Nogueira, 1997), mas também em solos úmidos e profundos, de boa qualidade química e bem drenados. Em plantios, prefere solos com propriedades físicas adequadas, como de média a boa fertilidade química, bem drenado e com textura que varia de franca a argilosa.",0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,indiferente,diversidade,semicaducifólia,dezembro - fevereiro,abril - agosto,agosto - setembro,-,-,-,-,Coletar os frutos quando ocorrer a abertura espontânea. Em seguida levar ao sol para completar a liberação das sementes.,"22,47","44,50",câmara seca (22°C e 40% de UR) ou câmara fria (5°C e 95% de UR),-,-,-,-,-,boa,1,0,0,30-40,6-8,rápido,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"ENGEL & MARTINS, 2005.",CYSNEIROSet al.2015,"CARVALHO, 2003","Morellato, 1991. Carvalho volume 1",,DD
Caryocar brasiliense,Cambess.,Pequizeiro; pequiá; pequiá-verdadeiro; pequiá-vermelho; petiá; pequi; pequi-do-cerrado,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231942/1/Especies-Arboreas-Brasileiras-vol-3-Pequizeiro.pdf,Acantacarix pinguis Arruda ex Koster,Caryocaraceae,Árvore,0,0,0,1,0,1,0,0,1,1,0,0,"Ocorre, naturalmente, em solo de fertilidade química baixa.",0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,não,diversidade,Perenifólia,Jul-Out(DF); Set-Nov(MG); Set-Dez(MS/SP),Out-Fev(MS); Dez-Mai(SP),-,!,Frutos,Dispersão,zoocórica,"Quando maduros, os frutos do pequizeiro caem no solo. No impacto, o pericarpo fende-se por dilatação.",150,"6666,67",a viabilidade em armazenamento é curta,-,-,-,Fisiológica,Recomenda-se estratificação em camadas sucessivas em areia lavada.,Boa,1,0,0,-,-,moderado,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,"(CARVALHO, 2008)",http://reflora.jbrj.gov.br/,,,,LC
Casearia decandra,Jacq.,"Guaçatunga-miúda, cavalinho, pitumba",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231869/1/Especies-Arboreas-Brasileiras-vol-4-Guacatunga-Miuda.pdf,Casearia parvifolia var. microcarpa Eggers; Casearia parvifolia var. paraguariensis Briq.; Samyda parviflora (Willd.) Poir.; Samyda parviflora Loefl. ex L.; Casearia parviflora Willd.; Casearia nitida Sieber e Griseb.; Casearia adstringens Mart. ex Eichler; Casearia adamantium Cambes.; Casearia serrulata J. Seber ex Griseb.; Casearia parviflora Jacq.; Guidonia adstringens (Mart.) Baill.; Casearia floribunda Briq.; Casearia albicaulis Rusby; Casearia reflexa Sleumer; Casearia parvifolia Willdenow; Chaetocrater reflexum Ruiz et. Pav.; Casearia pavoniana Sleumer; Samyda lancifolia Sessé & Moc.; Guidonia parvifolia (Will.) M. Goméz,Salicaceae,"Árvore, arbusto",1,0,0,1,0,0,1,0,0,0,0,0,Ocorre em solos muitos úmidos de várzeas ou em solos compactos.,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,decídua,"mai.-out (SP), set-dez (AL)","set-jan. (PR), dez-fev. (SC)",-,aves,frutos,dispersão,zoocórica,"Os frutos devem ser coletados quando apresentarem coloração amarela, e devem ser beneficiados no mesmo dia, pois começam a embolorar",47 mil,-,-,não é recomendado o armazenamento,0,-,-,não é necessário,ruim,1,0,0,18 m,6 meses,-,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,"CARVALHO, P.E.R. Espécies arbóreas brasileiras. Coleção espécies Arbóreas,vol. 4. Brasília, DF: Embrapa informações Tecnológica; Colombo, PR: Embrapa Florestas, 2010, 249p.","Marquete, R.; Medeiros, E.V.S.S. Salicaceae in Flora e Funga do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <https://floradobrasil.jbrj.gov.br/FB14367>. Acesso em: 17 jun. 2022",,,,NE
Casearia lasiophylla,Eichler,"Guaçatunga-graúdo, erva-de-lagarto, cambroé",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231975/1/Especies-Arboreas-Brasileiras-vol-3-Guacatunga-graudo.pdf,,Salicaceae,"Árvore, arbusto",1,0,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,1,-,-,-,-,-,-,-,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,-,-,decídua,"mai.-out (PR), ago-set (SC)","out-jan. (PR), dez (MG)",-,aves,frutos,dispersão,zoocórica,"Os frutos devem ser coletados quando apresentarem coloração amarela, e devem ser beneficiados no mesmo dia, pois começam a embolorar",19170-23126,-,recalcitrante,3 meses,0,1,-,não é necessário,ruim,0,1,0,15 m,6 meses,-,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"CARVALHO, P.E.R. Espécies arbóreas brasileiras. Coleção espécies Arbóreas,vol. 3. Brasília, DF: Embrapa informações Tecnológica; Colombo, PR: Embrapa Florestas, 2008, 271p.","Marquete, R.; Medeiros, E.V.S.S. Salicaceae in Flora e Funga do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <https://floradobrasil.jbrj.gov.br/FB14373>. Acesso em: 17 jun. 2022",,,,LC
Casearia sylvestris,Sw.,Cafezeiro-bravo; Erva-lagarto; Erva-lagarto-do-mato; Guaçatonga; Pau-de-lagarto; Erva-de-teiú; Folha-de-carne; Chá-de-bugre,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/232353/1/Especies-Arboreas-Brasileiras-vol-2-Cafezeiro-do-Mato.pdf,Casearia sylvestris Sw. var. sylvestris; Casearia sylvestris var. wydleri Briq.; Casearia sylvestris var. chlorophoroidea (Rusby) Sleumer; Casearia sylvestris var. carpinifolia (Benth.) Briq.; Casearia sylvestris var. eichleri Briq.; Casearia sylvestris var. myricoides Griseb.; Casearia sylvestris var. lingua (Cambess.) Eichler; Casearia sylvestris var. paraensis Uittien; Casearia sylvestris var. tomentella Rusby; Casearia sylvestris var. benthamiana (Miq.) Uittien; Casearia sylvestris var. platyphylla A. DC.; Casearia sylvestris var. angustifolia Uittien; Casearia carpinifolia Benth.; Casearia serrulata Sw.; Casearia affinis Gardner; Casearia attenuata Rusby; Casearia onacaensis Rusby; Casearia punctata Spreng.; Casearia samyda (C.F. Gaertn.) A. DC.; Casearia chlorophoroidea Rusby; Casearia benthamiana Miq.; Casearia formosa Urb.; Guidonia sylvestris (Sw.) M. Gómez; Anavinga samyda C.F. Gaertn.; Casearia caudata Uittien; Casearia schulziana O.C. Schmidt; Casearia herbert-smithii Rusby; Samyda sylvestris (Sw.) Poir.; Casearia subsessiliflora Lundell; Casearia ovoidea Sleumer; Casearia ekmanii Sleumer; Casearia parviflora var. microphylla Schltdl.; Casearia lindeniana Urb.; Casearia lingua Cambess.,Salicaceae,Árvore,1,0,1,1,1,0,1,0,0,0,0,0,"Ocorre em diversos tipos de solos, de fertilidade química baixa a alta, solos úmidos ou secos e de textra arenosa a argilosa. Requer solos com drenagem boa a regular.",1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,não,diversidade,Perenifólia,julho - setembro,setembro - dezembro,Ago - Out (MG); Ago - Dez (SP); Out (SC); Nov  - Dez(PR),-,-,-,zoocórica,"Os frutos devem ser colhidos diretamente da árvore, quando iniciar a abertura espontânea. Em seguida, devem ser expostos ao sol, para completar a abertura e liberação das sementes.","84 mil (Lorenzi, 1992) a 230 mil (Longhi, 1995)",4,"não devem ser armazenadas, pois são recalcitrante.",máximo 20 dias,Não,Não,-,-,regular,0,0,0,30-40,4,lento,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,"CARVALHO, 2006","CAPPELATTI & SCHIMITTI, 2009",,"CYSNEIROS, 2015","SANQUETTAet al., 2010",LC
Cassia ferruginea,H.S.Irwin & Barneby,Chuva-de-ouro; canafístula; cassia Imperial,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,,Fabaceae,Árvore,1,0,1,1,0,0,0,0,1,0,0,0,"Ocorre em solos úmidos, de textura média a argilosa; indicada para restauração de mata ciliar",0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,não,-,Caducifólia,setembro - dezembro,janeiro - julho,agosto-outubro,-,-,-,autocórica,"Colher os frutos diretamente da árvore quando iniciarem a queda espontânea, ou recolhe-los no chão após a queda. Deixe secar ao sol e facilitar o quebramento manual.",14400,"69,44",as sementes são de comportamento ortodoxo ao armazenamento,sem informação,sim,sim,Tegumentar,Escarificação mecânica,regular,1,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"FIGUEIREDO, 2008",,"MAY, 2002",,,DD
Cassia grandis,L.f.,"Cássia-Rósea, acácia, cássia-grande",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231689/1/Especies-Arboreas-Brasileiras-vol-1-Cassia-Rosea.pdf,,Fabaceae,Árvore,1,0,0,1,0,0,0,0,0,0,0,0,A textura do solo para esta espécie pode variar de arenosa a franca. Em plantios experimentais prefere solos com textura argilosa e com propriedades físicas adequadas.,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,-,-,decídua,ago-nov,ago-set,-,mamíferos terrestres,frutos,dispersão,autocórica e zoocórica,Os frutos podem ser colhidos diretamente da árvore ou do chão quando iniciarem a queda espontânea . As sementes podem ser extraídas manualmente e secas em ambiente ventilado.,1276-5400,-,ortodoxo,> 5 anos,1,0,dormência tegumentar,Imersão em ácido sulfúrico a 75% por 30 minutos ou escarificação mecânica.,ótimo,0,1,0,15-20 m,9 meses,ótimo,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,"CARVALHO, P.E.R. Espécies Arbóreas Brasileiras. Coleção Espécies Arbóreas Brasileiras, vol. 1.  Brasília: Embrapa Informações Tecnológica; Colombo, PR: Embrapa Florestas, 2003. 373p.","LORENZI, Harri. Árvores Brasileiras: Manual de Identificação e Cultivo de Plantas Arbóreas Nativas do Brasil. Vol. 1 – 5. ed. Nova Odessa, SP. 150p.","Scheidegger, N.M.B.; Rando, J.G. Cassia in Flora e Funga do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <https://floradobrasil.jbrj.gov.br/FB82791>. Acesso em: 14 jun. 2022",,,NE
Cassia leptophylla,Vogel,"Grinalda de noiva, falso-barbatimão",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/232420/1/Especies-Arboreas-Brasileiras-vol-2-Grinalda-de-Noiva.pdf,,Fabaceae,Árvore,0,0,1,1,0,0,0,0,0,0,0,0,-,0,0,1,0,1,0,1,0,0,0,-,-,-,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,-,-,perenifólia,nov-jan,jun-jul,jun-jul,-,-,dispersão,"zoocórica (barocórica), autocórica",Os frutos são colhidos quando adquirirem cor escura. Também podem ser retirados diretamente da árvore ou colhidos do chão.,5700-8000,-,apresenta comportamento ortodoxo,> 1 ano,1,1,tegumentar,corte do tegumento na região radicular e escarificação mecânica por 3 a 30 minutos.,-,0,1,0,8-10 m,7 - 8 meses,moderado,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,"CARVALHO, P. E. R. Espécies arbóreas brasileiras. Coleção Espécies Arbóreas Brasileiras, vol.2. Brasília, DF: Embrapa informações Tecnológica; Colombo, PR: Embrapa Florestas, 2006. 259 p","LORENZI, Harri. Árvores Brasileiras: Manual de Identificação e Cultivo de Plantas Arbóreas Nativas do Brasil. Vol. 1 – 5. ed. Nova Odessa, SP. 151p.",,,,NE
Cecropia glaziovii,Snethl.,Embaúba vermelha,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231876/1/Especies-Arboreas-Brasileiras-vol-4-Embauba-Vermelha.pdf,-,Urticaceae,Árvore,1,0,1,1,0,0,0,0,0,0,0,0,"Possui bom desempenho em solos de textura arenosa a franco-arenosa, com indícios de lençol freático elevado",-,-,-,1,1,0,-,-,-,-,-,-,-,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,-,-,perenifólia,ago-dez,nov-fev,,aves e morcegos,frutos,dispersão,zoocórica,"Os frutos devem ser colhidos diretamente da árvore, quando aparecerem parcialmente comidos por aves.",2 milhões,-,-,1 ano,1,0,não apresenta dormência,não há necessidade,-,-,-,-,8-16m,-,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,"CARVALHO, P.E.R. Espécies arbóreas brasileiras. Coleção espécies Arbóreas,vol. 4. Brasília, DF: Embrapa informações Tecnológica; Colombo, PR: Embrapa Florestas, 2010, 198p.","LORENZI, Harri. Árvores Brasileiras: Manual de Identificação e Cultivo de Plantas Arbóreas Nativas do Brasil. Vol 2 – 3. ed. Nova Odessa, SP. 63p.",,,,NE
Cecropia hololeuca,Miq.,Embaúba; Embraúva; Embaúba-prateada; Embaúba-branca; Embaubaubaçú,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231702/1/Especies-Arboreas-Brasileiras-vol-1-Embauba-Prateada.pdf,,Urticaceae,Árvore,1,0,1,1,0,0,0,0,0,0,0,0,Vegeta em solos ácidos e de baixa fertilidade natural.,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,não,recobrimento,Perenifólia,março - outubro,"outubro - Jul (SP,MG); Mai (PR)",Jul - Set (SP) Jul - Nov (MG); Mai -  Jun (PR),-,-,-,zoocórica,"Deixar os frutos amontoados para dar início a decomposição e facilitar sua maceração em água. Deve ser retirado a mucilagem que envolve a semente, por meio de lavagem e secagem ao sol.",9,"111,11",,,,,tegumentar,Ainda não foram determinados.,boa,0,1,0,30-40,6,rápido,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,"CARVALHO, 2003",,,,,DD
Cecropia pachystachya,Trécul,"Embaúba, umbaúba, embaúva",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/232390/1/Especies-Arboreas-Brasileiras-vol-2-Embauba.pdf,Cecropia carbonaria Mart. ex Miq.; Cecropia lyratiloba Miq.; Cecropia cyrtostachya Miq.; Cecropia catarinensis Cuatrec.; Cecropia cinerea Miquel; Cecropia digitata Tenore; Cecropia adenopus Mart.,Urticaceae,Árvore,1,0,1,1,1,1,1,0,1,0,0,1,"Ocorre,naturalmente, em diversos tipos de solos: ácidos, úmidos, orgânicos e pobres. Contudo, prefere as terras frescas, com textura arenosa a franco-argilosa.",0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,não,recobrimento,Perenifólia,Julho-Abril (PR); Ago-Set(DF); Set-Out(RS/SP); Dez-Fev (MG); Fev (MS),Mar-Abr (PR); Mai-Jun (MG/SP); Mai-Jul (RS),Julho a Novembro,-,-,-,zoocórica,"Coletar os frutos de coloração verde-escura direto da árvore, com podão, quando começarem a apresentar bicadas de pássaros. Esfregar os frutos em peneira sob água corrente para remoção da polpa e separação das sementes.",800000,"1,25",As sementes tem comportamento ortodoxo ao armazenamento. Apresentam alta longevidade natural.,-,sim,sim,fisiológica,não há necessidade,boa,0,1,0,-,3,rápido,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,"CARVALHO, 2006v2","NOGUERIA et al.,2016",,,,DD
Cedrela fissilis,Vell.,"Cedro, cedrinho, capiúva, cedro-amarelo, cedro-batata",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231687/1/Especies-Arboreas-Brasileiras-vol-1-Cedro.pdf,Cedrela brasiliensis var. australis A. Juss.; Cedrela brasiliensis A. Juss.; Cedrela elliptica Rizzini; Cedrela macrocarpa Ducke; Cedrela huberi Ducke; Cedrela fissilis var. glabrior C.DC.; Cedrela fissilis var. macrocarpa C. DC.,Meliaceae,Árvore,1,0,1,1,1,0,0,0,1,0,0,1,"Ocorre principalmente em solos profundos e úmidos, mas bem drenados e com textura argilosa a areno-argilosa. Solos rasos ou com camadas de pedras e áreas de lençol freático superficial não são favoráveis ao seu desenvolvimento.",0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,indiferente,diversidade,Caducifólia,Ago-Set (GO); Ago-Dez (MG); Set-Nov (RS); Set-Dez (SC); Set-Jan (PR/SP); Out-Fev (BA) Jan (PA) Jan-Mar (ES),Abr-Ago (RS); Mai-Jul(MG); Jun-Jul (ES); Jun-Set (SP); Jul-Ago (PR/SC); Ago/Set (RJ); Nov-Fev (GO),-,-,-,-,Autocórica e Anemocórica,"O momento ideal situa-se em 30 e 32 semanas após a antese, quando a umidade dos frutos e sementes decresce e facilita a extração das sementes. Após a coleta, levar os frutos para completar a deiscência em ambiente seco e ventilado.",35759,"27,96","Quando armazenadas em câmara fria a baixa umidade, elas mantêm a viabilidade integral por até 3 anos (Alcalay,1990). A câmara seca não se mostra eficiente na conservação das sementes.",-,sim,sim,sem dormência,não há necessidade,boa,0,1,0,40 a 80,4,rápido,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,"CARVALHO,2003v1.",,,,,DD
Cedrela odorata,L.,Cedro; Cedro-branco; Cedro-rosa; Cedro-vermelho; Cedro-do-brejo,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231879/1/Especies-Arboreas-Brasileiras-vol-4-Cedro-Vermelho.pdf,Cedrela mexicana var. puberula C. DC.; Cedrela guianensis A.Juss.; Cedrela longipes Blake; Cedrela brownii Loefl.; Cedrela mexicana M.Roem.; Cedrela velloziana M. Roem.; Cedrela yucatana Blake; Cedrela glaziovii C.DC.; Cedrela sintenisii C.DC.; Cedrela occidentalis C.DC.& Rose; Cedrela paraguariensis Mart.; Cedrus odorata Mill.,Meliaceae,Árvore,1,0,1,0,0,0,0,0,0,0,0,0,"Requer solos de fertilidade alta, profundos, úmidos e bem drenados.",0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,sim,diversidade,Caducifólia,dezembro,fevereiro - junho,maio,-,-,,anemocórica,Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida levá-los ao sol para completar a abertura e liberação das sementes. Cobrir os frutos com uma tela fina para evitar que as sementes sejam levadas pelo vento.,33,"30,3","Câmara fria-seca (10º C e U.R. 65%), em embalagem de pano,papel kraft, madeira e
plástica.",12 meses,Sim,sim,-,-,ótima,0,1,1,30-40,4,lento a rapido,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,"FOWLER & MARTINS, 2001","FUNDAÇÃO FLORESTAL, 2008","FOWLER & MARTINS, 2001.","MAY, 2002","GONÇALVESet al., 2012",DD
Ceiba speciosa,(A.St.-Hil.) Ravenna,Paineira; Algodoeiro,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Chorisia speciosa A.St.-Hil.,Malvaceae,Árvore,0,0,0,0,1,0,1,0,0,0,0,0,"Pouco exigente ao solo mas prefere solos bem drenados; não tolera solos com lençol freático superficial, sujeitos a inundação, ou várzeas.",0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,indiferente,diversidade,Caducifólia,Out - Jun (RS); Dez - Mai  (SP); Jan -Mai (SC); Jan - Jun (PR); Mar - Mai (MG); Mar -Jul (RJ).,"Jun (RS, PR); Mai (SP,SC); Mai -Jul(MG); Jun - Jul(PR); Jul (RJ).",Jun - Set (RS); Jun -Out (SP); Jul  - Set(PR); Jul - Ago (MG),-,-,-,anemocórica,"A coleta dos frutos deve ser feita quando apresentarem coloração parda, ainda fechados e colocados para secar em área limpa, até que se abram espontaneamente.","5,7","175,44",Em câmara fria e seca (12 ºC e 50% UR).,16 meses,,,,-,boa,0,0,0,30-40,4,-,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,Paulo Ernani,"CAPPELATTI & SCHIMITTI, 2009","CYSNEIROS, 2015","FOWLER & MARTINS, 2001","KINUPP, 2007",DD
